x,y
0.132122,0.814297
0.0470756,0.752069
0.852289,0.129833
0.655299,0.959227
0.856622,0.118414
0.198334,0.451492
0.593383,0.477046
0.168125,0.158728
0.532153,0.475496
0.802181,0.111781
0.98953,0.779451
0.834321,0.3805
0.927005,0.573944
0.374616,0.817984
0.0651985,0.213206
0.255463,0.611003
0.200966,0.683883
0.114052,0.866479
0.0721633,0.341053
0.222404,0.0113155
0.904305,0.796313
0.195039,0.650503
0.833264,0.71055
0.454467,0.281109
0.45208,0.526058
0.893783,0.210972
0.710351,0.664243
0.0331387,0.63649
0.247564,0.490418
0.353886,0.324353
0.990024,0.256804
0.158606,0.194115
0.924838,0.402974
0.88433,0.699383
0.636957,0.504907
0.540835,0.463263
0.391817,0.44294
0.103976,0.672869
0.429708,0.662778
0.980101,0.374381
0.641679,0.233807
0.823014,0.108499
0.700775,0.64484
0.824051,0.876009
0.817081,0.550501
0.712045,0.685437
0.489591,0.322795
0.604609,0.0503014
0.360267,0.657957
0.0179433,0.0967105
0.654035,0.0165113
0.42228,0.18277
0.174639,0.978981
0.779531,0.77536
0.944991,0.989454
0.721939,0.986578
0.542854,0.0741325
0.221934,0.0257387
0.934826,0.115856
0.327734,0.810773
0.735098,0.598299
0.931288,0.0191814
0.944037,0.415476
0.536042,0.629851
0.024577,0.525384
0.877905,0.481239
0.969424,0.0782489
0.722699,0.0328215
0.202295,0.23018
0.567454,0.292048
0.418835,0.462335
0.419558,0.794825
0.647735,0.91552
0.767925,0.301122
0.497605,0.776877
0.0853248,0.979395
0.807132,0.0510495
0.832444,0.858741
0.470752,0.16057
0.58965,0.0736618
0.7448,0.339389
0.715668,0.251611
0.603578,0.877176
0.218422,0.567437
0.982473,0.0202116
0.542378,0.0828961
0.922424,0.656877
0.237028,0.659725
0.451378,0.69852
0.821092,0.628071
0.220021,0.572034
0.36184,0.704788
0.134928,0.00631635
0.764077,0.50237
0.398521,0.47342
0.221968,0.123521
0.925101,0.585157
0.0122363,0.0231267
0.209552,0.924569
0.507365,0.0447679
0.782616,0.527218
0.886992,0.165369
0.218667,0.0337179
0.107634,0.0089718
0.867986,0.549673
0.900876,0.3386
0.0776401,0.210467
0.167939,0.7934
0.481454,0.432955
0.644086,0.252861
0.00139118,0.139815
0.68632,0.413479
0.433838,0.769138
0.318553,0.150803
0.356032,0.468178
0.592069,0.87854
0.792369,0.999694
0.919592,0.623075
0.285353,0.220582
0.320831,0.714963
0.893373,0.877994
0.238509,0.0953072
0.259799,0.540378
0.311429,0.366962
0.839944,0.71591
0.661612,0.0699254
0.0833071,0.196604
0.960261,0.123413
0.874128,0.466708
0.109015,0.579952
0.181711,0.781109
0.0784667,0.0386325
0.575267,0.728139
0.936506,0.553628
0.0866286,0.116335
0.461998,0.863587
0.700069,0.880612
0.422991,0.316316
0.53104,0.793382
0.193533,0.224658
0.553069,0.00820237
0.795004,0.66913
0.0395335,0.103422
0.774058,0.516596
0.771476,0.838913
0.820382,0.540376
0.57121,0.54847
0.535022,0.00695296
0.546615,0.2943
0.857036,0.811813
0.661145,0.795175
0.0707921,0.42334
0.87388,0.84137
0.721712,0.557674
0.60227,0.398863
0.643183,0.829929
0.878958,0.283626
0.910229,0.428631
0.850684,0.696222
0.137668,0.0120361
0.790833,0.121132
0.838676,0.887607
0.581659,0.16493
0.353753,0.494474
0.228319,0.379016
0.131758,0.141051
0.659257,0.818054
0.749745,0.0881373
0.753178,0.665046
0.935567,0.115223
0.971659,0.621818
0.63923,0.607546
0.620821,0.230336
0.384067,0.797324
0.470135,0.0739428
0.00261715,0.778932
0.781678,0.186721
0.0389043,0.747559
0.452498,0.545496
0.624863,0.700627
0.958134,0.326579
0.217224,0.231361
0.429478,0.934009
0.791961,0.394498
0.797083,0.0449134
0.237886,0.161203
0.629414,0.268288
0.204596,0.845571
0.0474956,0.571338
0.851425,0.481909
0.49806,0.207574
0.41793,0.688832
0.529984,0.62243
0.0500262,0.700712
0.154014,0.891267
0.197871,0.424674
0.455235,0.105869
0.717134,0.750065
0.891768,0.529398
0.960642,0.93994
0.166616,0.585613
0.822544,0.629213
0.213475,0.610022
0.392942,0.174879
0.177635,0.43472
0.412396,0.652811
0.688868,0.686851
0.125867,0.00141086
0.920241,0.281352
0.307513,0.42806
0.170588,0.944247
0.614516,0.458853
0.911922,0.664972
0.971358,0.985657
0.124123,0.350147
0.42596,0.377681
0.751276,0.172447
0.197354,0.647105
0.172622,0.605737
0.175112,0.769752
0.298619,0.83096
0.568514,0.807285
0.191111,0.219336
0.721153,0.39058
0.414758,0.684503
0.188958,0.00113061
0.530177,0.458937
0.122118,0.00183676
0.135615,0.548719
0.424409,0.894355
0.45263,0.125536
0.527916,0.715438
0.715751,0.271386
0.200606,0.229645
0.875273,0.0231629
0.468922,0.445211
0.494123,0.525795
0.497783,0.268914
0.843618,0.0738141
0.852742,0.675047
0.607336,0.476351
0.956308,0.867443
0.45609,0.978668
0.367029,0.070824
0.526289,0.317357
0.0561636,0.0371504
0.6168,0.572358
0.818315,0.315731
0.57633,0.598424
0.220867,0.43881
0.354311,0.209587
0.439371,0.843557
0.460639,0.28028
0.496858,0.171272
0.573272,0.851463
0.589203,0.517165
0.241252,0.649216
0.624527,0.591769
0.210826,0.457362
0.524796,0.329255
0.777405,0.788443
0.693054,0.0965844
0.849329,0.451213
0.854742,0.320514
0.727448,0.384013
0.65682,0.697806
0.842676,0.8759
0.248897,0.0522702
0.0747433,0.499401
0.926336,0.668353
0.694182,0.930954
0.624131,0.825116
0.706701,0.125093
0.759203,0.0565485
0.213105,0.424281
0.91985,0.0876981
0.864631,0.643892
0.138343,0.279224
0.0656242,0.537781
0.297752,0.961186
0.277843,0.00756508
0.436915,0.856378
0.525645,0.790545
0.530279,0.70163
0.671085,0.546932
0.247087,0.354553
0.357398,0.29178
0.123488,0.902273
0.281453,0.352287
0.818655,0.067429
0.337439,0.635814
0.0266889,0.144623
0.603089,0.549843
0.767825,0.743897
0.0341312,0.853204
0.665257,0.216163
0.100375,0.27242
0.879588,0.203259
0.714256,0.58648
0.204091,0.290866
0.110461,0.55744
0.891527,0.784392
0.160043,0.855204
0.371847,0.00631095
0.317145,0.932578
0.465177,0.439491
0.414422,0.501092
0.955253,0.0372554
0.283499,0.846073
0.0110282,0.240889
0.143787,0.350863
0.557933,0.529195
0.0923664,0.984375
0.971746,0.672971
0.288771,0.799121
0.99901,0.96164
0.426907,0.385832
0.0698946,0.0168245
0.053542,0.935074
0.512706,0.0948427
0.49617,0.20095
0.64294,0.286842
0.256796,0.841348
0.353067,0.184406
0.720907,0.552243
0.33248,0.114059
0.842718,0.994669
0.177182,0.731252
0.30884,0.694126
0.17558,0.406172
0.877698,0.859496
0.213538,0.698627
0.555135,0.0169196
0.55485,0.0705299
0.56893,0.361492
0.389483,0.99561
0.481507,0.0232377
0.883933,0.321876
0.591307,0.0116304
0.881776,0.220544
0.462406,0.438811
0.682214,0.294734
0.959002,0.943397
0.549736,0.794684
0.619313,0.864768
0.936685,0.214006
0.0987573,0.476584
0.761801,0.831687
0.552849,0.693292
0.957679,0.849643
0.722457,0.790915
0.816368,0.98903
0.906814,0.219309
0.519497,0.923495
0.672989,0.764502
0.364303,0.289823
0.0116526,0.752372
0.284842,0.260425
0.485591,0.644919
0.125306,0.170588
0.542227,0.364374
0.850121,0.112927
0.328257,0.177541
0.596584,0.12819
0.298453,0.562753
0.339669,0.674518
0.321252,0.908444
0.312797,0.829258
0.335625,0.668941
0.541473,0.133474
0.120633,0.108126
0.602166,0.180953
0.857442,0.888244
0.611689,0.471699
0.951436,0.803976
0.538777,0.619212
0.431977,0.699968
0.909386,0.115286
0.907223,0.374428
0.606843,0.0763578
0.883964,0.379117
0.357974,0.926966
0.996716,0.288904
0.0920392,0.0181104
0.655745,0.232931
0.449153,0.84493
0.524619,0.13714
0.831855,0.991465
0.937567,0.481303
0.481536,0.0822799
0.525601,0.385489
0.40686,0.0897061
0.306667,0.291234
0.641959,0.922632
0.664742,0.397795
0.92421,0.218447
0.275161,0.0180879
0.20354,0.159991
0.338418,0.184466
0.403028,0.891968
0.764926,0.462534
0.932474,0.365602
0.546521,0.386031
0.424871,0.820796
0.663532,0.683216
0.69398,0.373413
0.430139,0.688591
0.119079,0.739291
0.517963,0.866386
0.00471211,0.145308
0.835199,0.998848
0.937321,0.108584
0.185837,0.567051
0.85509,0.0334717
0.827717,0.768917
0.119262,0.0114612
0.761501,0.872579
0.447528,0.838791
0.550956,0.730815
0.0984244,0.250388
0.0248789,0.215622
0.41759,0.153865
0.524277,0.345044
0.0889643,0.559156
0.285068,0.0516886
0.075727,0.373343
0.733444,0.485857
0.827323,0.30277
0.261143,0.76657
0.816952,0.936632
0.362887,0.404873
0.820725,0.645962
0.364735,0.984506
0.618343,0.937942
0.150844,0.961678
0.795117,0.500487
0.0788743,0.160043
0.378079,0.858981
0.468835,0.794359
0.0230345,0.731596
0.0512587,0.960616
0.283544,0.160848
0.0435134,0.452386
0.723388,0.671466
0.561983,0.474824
0.432661,0.345589
0.983072,0.912497
0.595549,0.00679318
0.29041,0.334495
0.861352,0.375855
0.0311262,0.05721
0.580479,0.0988459
0.0888409,0.536263
0.117765,0.220029
0.633589,0.0567718
0.627189,0.709556
0.487759,0.429173
0.176213,0.165131
0.336758,0.916738
0.5434,0.087399
0.385738,0.432933
0.585595,0.947351
0.932673,0.105729
0.39182,0.771569
0.487596,0.676135
0.138906,0.865775
0.133942,0.962021
0.817764,0.839375
0.155604,0.505505
0.956392,0.204036
0.0180776,0.13098
0.477838,0.362006
0.593142,0.894294
0.770715,0.0149145
0.654839,0.508204
0.285586,0.223712
0.0620172,0.519033
0.126989,0.98375
0.402286,0.627055
0.456838,0.178312
0.968355,0.212997
0.809462,0.596871
0.144132,0.0392389
0.158101,0.594256
0.778927,0.312725
0.42427,0.658534
0.164526,0.986267
0.799029,0.594323
0.103145,0.0973331
0.651451,0.104582
0.0209254,0.665173
0.576809,0.413767
0.120427,0.986819
0.126861,0.606471
0.714755,0.735076
0.782037,0.644443
0.340335,0.390056
0.125803,0.584173
0.842591,0.419799
0.49271,0.612302
0.281174,0.944667
0.301343,0.406013
0.430794,0.0991118
0.820484,0.337534
0.992966,0.671011
0.117655,0.992452
0.213906,0.159056
0.76206,0.546711
0.819723,0.431692
0.650436,0.989737
0.510939,0.418339
0.662619,0.957973
0.291288,0.237706
0.692418,0.351819
0.255476,0.278199
0.479132,0.515263
0.75587,0.199278
0.735635,0.596392
0.293414,0.610939
0.814522,0.801854
0.074907,0.893605
0.371038,0.00311208
0.934948,0.43576
0.279514,0.139012
0.345719,0.480099
0.44554,0.621843
0.836008,0.364033
0.720307,0.329702
0.736274,0.836608
0.627911,0.103287
0.332986,0.640236
0.273315,0.262021
0.656705,0.953653
0.200937,0.449823
0.98288,0.427733
0.971216,0.964454
0.451152,0.697197
0.023772,0.811919
0.799503,0.568923
0.286896,0.486807
0.996327,0.456022
0.845111,0.625536
0.253915,0.13876
0.291414,0.839409
0.575838,0.817556
0.497405,0.809758
0.90564,0.998365
0.901488,0.633392
0.787212,0.0458647
0.603756,0.729094
0.431462,0.724956
0.575265,0.36582
0.215291,0.717743
0.693123,0.125447
0.0169702,0.310996
0.623745,0.150343
0.0336277,0.752777
0.0469087,0.24504
0.564406,0.0771098
0.0186896,0.319641
0.114644,0.418035
0.0370231,0.746913
0.66275,0.225071
0.138956,0.262264
0.217176,0.536442
0.174316,0.954083
0.195258,0.387025
0.350486,0.186336
0.0502058,0.324337
0.605461,0.683136
0.677297,0.446484
0.319651,0.640578
0.616346,0.972208
0.0424948,0.0102503
0.656741,0.498835
0.0407739,0.444073
0.985566,0.024183
0.517835,0.999768
0.422873,0.951425
0.325054,0.4842
0.686159,0.313973
0.800932,0.103792
0.252876,0.104144
0.782295,0.93464
0.455504,0.713543
0.837714,0.590389
0.830243,0.165679
0.657364,0.0275151
0.86083,0.857987
0.337843,0.554424
0.942784,0.967478
0.947201,0.789604
0.653008,0.370887
0.367214,0.542754
0.95867,0.871859
0.0127419,0.0948122
0.531461,0.543987
0.378787,0.81562
0.674772,0.416425
0.0926913,0.0229745
0.0245667,0.990925
0.304839,0.389529
0.136299,0.153455
0.587132,0.963225
0.931325,0.0205266
0.617078,0.351557
0.955331,0.901022
0.127058,0.30248
0.54853,0.716193
0.469176,0.813341
0.714736,0.737063
0.253494,0.593156
0.227435,0.40914
0.826701,0.285926
0.00389307,0.093934
0.000961384,0.187874
0.280639,0.906793
0.934101,0.51904
0.583448,0.526725
0.202706,0.436902
0.427112,0.726637
0.361406,0.623802
0.258753,0.412372
0.850479,0.281541
0.934601,0.284627
0.00902476,0.669831
0.56227,0.824609
0.578559,0.266962
0.912468,0.855616
0.222481,0.752504
0.0203262,0.350564
0.190849,0.108611
0.0447614,0.552828
0.0116527,0.448819
0.262898,0.0618732
0.144877,0.527598
0.51459,0.420891
0.657831,0.0784341
0.352427,0.512682
0.871259,0.760755
0.805203,0.56801
0.0407396,0.601239
0.835455,0.453337
0.0873637,0.104562
0.831233,0.250848
0.177785,0.614575
0.175673,0.375548
0.306302,0.0741682
0.760325,0.183936
0.451719,0.0538994
0.898843,0.411018
0.585286,0.069081
0.455389,0.381295
0.796309,0.882378
0.144132,0.763769
0.683964,0.606712
0.166943,0.0657537
0.830019,0.132903
0.363972,0.271624
0.314433,0.796575
0.636598,0.215645
0.366059,0.535408
0.249482,0.191397
0.445985,0.0219566
0.469814,0.159574
0.338516,0.34248
0.486919,0.133135
0.270392,0.944263
0.0933709,0.114443
0.546413,0.310668
0.149646,0.169434
0.383692,0.582408
0.236058,0.991635
0.117811,0.0851971
0.0683642,0.1515
0.980567,0.370226
0.95091,0.613518
0.927357,0.315727
0.677398,0.00707822
0.711872,0.630278
0.165037,0.288417
0.824548,0.0442731
0.996562,0.963953
0.52362,0.864472
0.462374,0.281466
0.985308,0.40349
0.592075,0.799943
0.0952376,0.197488
0.9875,0.453912
0.987192,0.2535
0.604235,0.979574
0.543928,0.884782
0.893169,0.672911
0.291171,0.00784891
0.984826,0.945709
0.42066,0.0990525
0.185008,0.646218
0.392379,0.558225
0.656343,0.120756
